country,payment_request,interview_process,job_url,job_title,company_name,job_description,recruiter_email,salary,location,label
Foreign,False,Online Chat,http://salesforce-hiring-now.net,Package Handler,Salesforce,No experience needed. Package Handler position. High pay. Contact us on Telegram for details.,hiring@gmail.com,High/Unrealistic,Sydney,Fake
India,True,No Interview,http://forms.gle/xyz,SMS Sending Job,DataTech Solutions,Government job backdoor entry. Pay 999 for cleaning charges and get appointment letter today.,carrer.offer@rediffmail.com,High/Unrealistic,Noida,Fake
Foreign,False,Video Conference x3,https://jobs.amazon.com,Product Manager,Amazon,Join our global team as a Product Manager. We prioritize innovation and diversity. Full health benefits included.,jobs@amazon.com,Undisclosed,New York,Genuine
Foreign,False,Online Chat,http://facebook-hiring-now.net,Mystery Shopper,Facebook,No experience needed. Mystery Shopper position. High pay. Contact us on Telegram for details.,career@yahoo.com,High/Unrealistic,Remote,Fake
India,False,Aptitude + Technical + HR,https://careers.hdfcbank.com/jobs/3603,Java Developer,HDFC Bank,Join HDFC Bank as a Java Developer. Work on cutting-edge technologies. Location: Noida. Send resume to our official email.,hr@hdfcbank.co.in,Undisclosed,Bangalore,Genuine
India,True,No Interview,http://tinyurl.com/smart work pvt ltd,Back Office Executive,Smart Work Pvt Ltd,Government job backdoor entry. Pay 999 for cleaning charges and get appointment letter today.,carrer.offer@rediffmail.com,High/Unrealistic,Gurgaon,Fake
Foreign,False,Video Conference x3,https://jobs.tesla.com,Marketing Director,Tesla,Join our global team as a Marketing Director. We prioritize innovation and diversity. Full health benefits included.,jobs@tesla.com,Undisclosed,San Francisco,Genuine
Foreign,False,Video Conference x3,https://jobs.adobe.com,DevOps Engineer,Adobe,Join our global team as a DevOps Engineer. We prioritize innovation and diversity. Full health benefits included.,careers@adobe.org,Undisclosed,Berlin,Genuine
India,False,Aptitude + Technical + HR,https://careers.icicibank.com/jobs/7442,HR Executive,ICICI Bank,Urgent opening for HR Executive at ICICI Bank Hyderabad branch. Bachelor's degree mandatory. Formal interview process includes Technical and HR rounds.,careers@icicibank.com,Undisclosed,Mumbai,Genuine
India,True,No Interview,http://forms.gle/xyz,Assistant Helper,Digital India Hub,Direct joining without interview. Salary 30000/month. Security deposit required for verification.,hr.digitalindiahub@gmail.com,High/Unrealistic,Mumbai,Fake
India,False,Aptitude + Technical + HR,https://careers.tcs.com/jobs/3396,Sales Manager,TCS,Join TCS as a Sales Manager. Work on cutting-edge technologies. Location: Bangalore. Send resume to our official email.,careers@tcs.com,Undisclosed,Mumbai,Genuine
India,False,No Interview,http://bit.ly/job379,Back Office Executive,DataTech Solutions,Work from home opportunity. Earn 25000 daily. No interview needed. Contact via WhatsApp +91-9140880410.,recruiter.datatechsolutions@yahoo.co.in,High/Unrealistic,Bangalore,Fake
India,False,Aptitude + Technical + HR,https://careers.hdfcbank.com/jobs/4620,System Analyst,HDFC Bank,Join HDFC Bank as a System Analyst. Work on cutting-edge technologies. Location: Gurgaon. Send resume to our official email.,recruitment@hdfcbank.net,Undisclosed,Hyderabad,Genuine
Foreign,True,Online Chat,http://facebook-hiring-now.net,Oil Rig Worker,Facebook,Immediate visa sponsorship for Oil Rig Worker. Pay small administrative fee for visa processing.,career@yahoo.com,High/Unrealistic,Singapore,Fake
India,True,No Interview,http://bit.ly/job243,Data Entry Operator,Digital India Hub,Direct joining without interview. Salary 40000. Security deposit required for verification.,recruiter.digitalindiahub@yahoo.co.in,High/Unrealistic,Chennai,Fake
Foreign,False,Video Conference x3,https://jobs.google.com,DevOps Engineer,Google,Google is seeking a talented DevOps Engineer. Experience with modern tech stack is a plus. Apply via our careers page.,careers@google.org,Undisclosed,New York,Genuine
India,False,Aptitude + Technical + HR,https://careers.infosys.com/jobs/9573,HR Executive,Infosys,Urgent opening for HR Executive at Infosys Hyderabad branch. Bachelor's degree mandatory. Formal interview process includes Technical and HR rounds.,hr@infosys.co.in,Undisclosed,Mumbai,Genuine
India,False,Aptitude + Technical + HR,https://careers.tatamotors.com/jobs/6890,Data Scientist,Tata Motors,Tata Motors is hiring for Data Scientist. Excellent communication skills and technical knowledge required. Competitive salary and benefits.,careers@tatamotors.com,Undisclosed,Mumbai,Genuine
Foreign,False,Video Conference x3,https://jobs.microsoft.com,DevOps Engineer,Microsoft,Join our global team as a DevOps Engineer. We prioritize innovation and diversity. Full health benefits included.,jobs@microsoft.com,Undisclosed,Singapore,Genuine
Foreign,False,Online Chat,http://facebook-hiring-now.net,Oil Rig Worker,Facebook,Earn $2000 weekly working from home. We need a Oil Rig Worker immediately. Shipping supplies included.,hiring@gmail.com,High/Unrealistic,Remote,Fake
Foreign,False,Online Chat,http://facebook-hiring-now.net,Oil Rig Worker,Facebook,Earn $2000 weekly working from home. We need a Oil Rig Worker immediately. Shipping supplies included.,career@yahoo.com,High/Unrealistic,San Francisco,Fake
India,True,No Interview,http://tinyurl.com/smart work pvt ltd,Back Office Executive,Smart Work Pvt Ltd,Urgent hiring for Back Office Executive. 100% genuine. Pay processing charge 5000 for ID card and laptop gate pass.,carrer.offer@rediffmail.com,High/Unrealistic,Hyderabad,Fake
Foreign,True,Online Chat,http://tesla-hiring-now.net,Mystery Shopper,Tesla,Exciting offer for Mystery Shopper. We will send you a check for equipment. Deposit the rest to our vendor.,career@yahoo.com,High/Unrealistic,New York,Fake
India,False,No Interview,http://tinyurl.com/global services,Assistant Helper,Global Services,Part time job. Just typing work. Earn weekly payment. 100% guaranteed. Call HR Amit on +91-7414569808.,hr.globalservices@gmail.com,High/Unrealistic,Hyderabad,Fake
India,True,No Interview,http://tinyurl.com/digital india hub,SMS Sending Job,Digital India Hub,Pay registration fee of Rs. 2000 to get started. Refundable after first salary.,recruiter.digitalindiahub@yahoo.co.in,High/Unrealistic,Mumbai,Fake
Foreign,False,Online Chat,http://facebook-hiring-now.net,Cruise Ship Crew,Facebook,Earn $2000 weekly working from home. We need a Cruise Ship Crew immediately. Shipping supplies included.,employment@facebook-jobs.com,High/Unrealistic,New York,Fake
India,False,No Interview,http://forms.gle/xyz,Back Office Executive,DataTech Solutions,Work from home opportunity. Earn 30000/month daily. No interview needed. Contact via WhatsApp +91-6316287417.,hr.datatechsolutions@gmail.com,High/Unrealistic,Gurgaon,Fake
Foreign,False,Online Chat,http://adobe-hiring-now.net,Cruise Ship Crew,Adobe,Earn $2000 weekly working from home. We need a Cruise Ship Crew immediately. Shipping supplies included.,hiring@gmail.com,High/Unrealistic,New York,Fake
India,True,No Interview,http://tinyurl.com/digital india hub,Assistant Helper,Digital India Hub,Urgent hiring for Assistant Helper. 100% genuine. Pay processing charge 1500 for ID card and laptop gate pass.,hr.digitalindiahub@gmail.com,High/Unrealistic,Hyderabad,Fake
India,False,Aptitude + Technical + HR,https://careers.techmahindra.com/jobs/1469,Data Scientist,Tech Mahindra,Urgent opening for Data Scientist at Tech Mahindra Pune branch. Bachelor's degree mandatory. Formal interview process includes Technical and HR rounds.,hr@techmahindra.co.in,Undisclosed,Bangalore,Genuine
India,True,No Interview,http://forms.gle/xyz,Back Office Executive,Digital India Hub,Pay registration fee of Rs. 1500 to get started. Refundable after first salary.,job.offer123@hotmail.com,High/Unrealistic,Chennai,Fake
Foreign,False,Online Chat,http://amazon-hiring-now.net,Oil Rig Worker,Amazon,No experience needed. Oil Rig Worker position. High pay. Contact us on Telegram for details.,hiring@gmail.com,High/Unrealistic,San Francisco,Fake
India,False,No Interview,http://tinyurl.com/datatech solutions,SMS Sending Job,DataTech Solutions,Part time job. Just typing work. Earn weekly payment. 100% guaranteed. Call HR Amit on +91-7397666569.,recruiter.datatechsolutions@yahoo.co.in,High/Unrealistic,Noida,Fake
India,True,No Interview,http://bit.ly/job726,Airport Ground Staff,DataTech Solutions,Government job backdoor entry. Pay 2000 for cleaning charges and get appointment letter today.,hr.datatechsolutions@gmail.com,High/Unrealistic,Mumbai,Fake
India,False,Aptitude + Technical + HR,https://careers.hdfcbank.com/jobs/4415,Sales Manager,HDFC Bank,Join HDFC Bank as a Sales Manager. Work on cutting-edge technologies. Location: Noida. Send resume to our official email.,hr@hdfcbank.co.in,Undisclosed,Gurgaon,Genuine
Foreign,True,Online Chat,http://facebook-hiring-now.net,Mystery Shopper,Facebook,Immediate visa sponsorship for Mystery Shopper. Pay small administrative fee for visa processing.,career@yahoo.com,High/Unrealistic,Remote,Fake
India,True,No Interview,http://bit.ly/job312,Captcha Entry Work,Smart Work Pvt Ltd,Direct joining without interview. Salary 40000. Security deposit required for verification.,job.offer123@hotmail.com,High/Unrealistic,Bangalore,Fake
Foreign,False,Online Chat,http://facebook-hiring-now.net,Mystery Shopper,Facebook,No experience needed. Mystery Shopper position. High pay. Contact us on Telegram for details.,employment@facebook-jobs.com,High/Unrealistic,Singapore,Fake
India,False,No Interview,http://tinyurl.com/global services,Data Entry Operator,Global Services,Work from home opportunity. Earn 30000/month daily. No interview needed. Contact via WhatsApp +91-7743980247.,job.offer123@hotmail.com,High/Unrealistic,Pune,Fake
India,True,No Interview,http://tinyurl.com/airport services,Airport Ground Staff,Airport Services,Urgent hiring for Airport Ground Staff. 100% genuine. Pay processing charge 500 for ID card and laptop gate pass.,recruiter.airportservices@yahoo.co.in,High/Unrealistic,Bangalore,Fake
India,False,No Interview,http://forms.gle/xyz,Airport Ground Staff,Smart Work Pvt Ltd,Work from home opportunity. Earn 25000 daily. No interview needed. Contact via WhatsApp +91-7870694452.,recruiter.smartworkpvtltd@yahoo.co.in,High/Unrealistic,Chennai,Fake
Foreign,False,Online Chat,http://netflix-hiring-now.net,Package Handler,Netflix,No experience needed. Package Handler position. High pay. Contact us on Telegram for details.,hiring@gmail.com,High/Unrealistic,Singapore,Fake
Foreign,False,Video Conference x3,https://jobs.netflix.com,Marketing Director,Netflix,Join our global team as a Marketing Director. We prioritize innovation and diversity. Full health benefits included.,careers@netflix.org,Undisclosed,Singapore,Genuine
India,True,No Interview,http://tinyurl.com/global services,Captcha Entry Work,Global Services,Urgent hiring for Captcha Entry Work. 100% genuine. Pay processing charge 5000 for ID card and laptop gate pass.,job.offer123@hotmail.com,High/Unrealistic,Chennai,Fake
India,True,No Interview,http://forms.gle/xyz,Airport Ground Staff,Airport Services,Pay registration fee of Rs. 5000 to get started. Refundable after first salary.,hr.airportservices@gmail.com,High/Unrealistic,Bangalore,Fake
India,False,No Interview,http://forms.gle/xyz,Airport Ground Staff,DataTech Solutions,Work from home opportunity. Earn 40000 daily. No interview needed. Contact via WhatsApp +91-6859950528.,job.offer123@hotmail.com,High/Unrealistic,Pune,Fake
India,False,Aptitude + Technical + HR,https://careers.icicibank.com/jobs/4250,Java Developer,ICICI Bank,ICICI Bank is hiring for Java Developer. Excellent communication skills and technical knowledge required. Competitive salary and benefits.,hr@icicibank.co.in,Undisclosed,Noida,Genuine
India,True,No Interview,http://tinyurl.com/datatech solutions,Assistant Helper,DataTech Solutions,Direct joining without interview. Salary 5000/day. Security deposit required for verification.,recruiter.datatechsolutions@yahoo.co.in,High/Unrealistic,Noida,Fake
India,False,No Interview,http://forms.gle/xyz,Back Office Executive,Global Services,Part time job. Just typing work. Earn weekly payment. 100% guaranteed. Call HR Amit on +91-8809488699.,carrer.offer@rediffmail.com,High/Unrealistic,Hyderabad,Fake
India,False,Aptitude + Technical + HR,https://careers.airtel.com/jobs/3688,Software Engineer,Airtel,Airtel is hiring for Software Engineer. Excellent communication skills and technical knowledge required. Competitive salary and benefits.,hr@airtel.co.in,Undisclosed,Pune,Genuine
Foreign,False,Online Chat,http://netflix-hiring-now.net,Payment Processor,Netflix,No experience needed. Payment Processor position. High pay. Contact us on Telegram for details.,career@yahoo.com,High/Unrealistic,Sydney,Fake
India,False,Aptitude + Technical + HR,https://careers.hcltech.com/jobs/9096,Java Developer,HCL Tech,HCL Tech is hiring for Java Developer. Excellent communication skills and technical knowledge required. Competitive salary and benefits.,hr@hcltech.co.in,Undisclosed,Bangalore,Genuine
Foreign,False,Online Chat,http://salesforce-hiring-now.net,Oil Rig Worker,Salesforce,Earn $2000 weekly working from home. We need a Oil Rig Worker immediately. Shipping supplies included.,career@yahoo.com,High/Unrealistic,New York,Fake
India,True,No Interview,http://forms.gle/xyz,Assistant Helper,Digital India Hub,Urgent hiring for Assistant Helper. 100% genuine. Pay processing charge 5000 for ID card and laptop gate pass.,carrer.offer@rediffmail.com,High/Unrealistic,Mumbai,Fake
Foreign,False,Video Conference x3,https://jobs.salesforce.com,Frontend Developer,Salesforce,Exciting opportunity for Frontend Developer at Salesforce. Remote options available. Competitive compensation package.,jobs@salesforce.com,Undisclosed,Remote,Genuine
India,True,No Interview,http://tinyurl.com/airport services,Back Office Executive,Airport Services,Urgent hiring for Back Office Executive. 100% genuine. Pay processing charge 999 for ID card and laptop gate pass.,recruiter.airportservices@yahoo.co.in,High/Unrealistic,Noida,Fake
